"","W1","W2","W3","W4","W5","Count"
"1310","sprach","sich","dafür","aus","die",3
"1311","ich","in","den","letzten","wochen",3
"1312","sich","auf","den","ersten","blick",3
"1313","ich","bin","froh","dass","ich",3
"1314","mit","einigen","elektroden","an","diese",3
"1315","einigen","elektroden","an","diese","elektroden",3
"1316","viel","zeit","und","mühe","gekostet",3
"1317","zeit","und","mühe","gekostet","hätte",3
"1318","und","zeitsparend","problemzonen","los","strafft",3
"1319","zeitsparend","problemzonen","los","strafft","seinen",3
"1320","problemzonen","los","strafft","seinen","körper",3
"1321","los","strafft","seinen","körper","und",3
"1322","strafft","seinen","körper","und","formt",3
"1323","und","formt","die","konturen","ideal",3
"1324","von","der","hand","zu","weisen",3
"1325","ich","bin","der","festen","überzeugung",3
"1326","bin","der","festen","überzeugung","dass",3
"1327","verhält","es","sich","auch","mit",3
"1328","ist","schon","eine","ganze","weile",3
"1329","auf","180","grad","ober","unterhitze",3
"1330","180","grad","ober","unterhitze","vorheizen",3
"1331","würde","mich","freuen","wenn","ihr",3
"1332","erst","vor","ein","paar","jahren",3
"1333","und","mit","salz","und","pfeffer",3
"1334","art","und","weise","wie","die",3
"1335","in","den","eigenen","vier","wänden",3
"1336","ich","mich","wie","ein","schneekönig",3
"1337","der","zweiten","hälfte","des","20",3
"1338","zweiten","hälfte","des","20","jahrhunderts",3
"1339","in","der","ersten","hälfte","des",3
"1340","haben","in","den","letzten","wochen",3
"1341","ich","mich","auf","die","suche",3
"1342","es","tut","mir","so","leid",3
"1343","von","11","bis","22","uhr",3
"1344","eine","schüssel","geben","und","mit",3
"1345","zur","richtigen","zeit","am","richtigen",3
"1346","richtigen","zeit","am","richtigen","ort",3
"1347","um","ein","beispiel","zu","nennen",3
"1348","und","das","nicht","nur","weil",3
"1349","so","wie","dies","bei","einer",3
"1350","wie","dies","bei","einer","fettabsaugung",3
"1351","dies","bei","einer","fettabsaugung","mit",3
"1352","bei","einer","fettabsaugung","mit","op",3
"1353","einer","fettabsaugung","mit","op","der",3
"1354","fettabsaugung","mit","op","der","fall",3
"1355","mit","op","der","fall","wäre",3
"1356","je","nach","fettdepot","ausmaß","und",3
"1357","nach","fettdepot","ausmaß","und","umfang",3
"1358","fettdepot","ausmaß","und","umfang","müssen",3
"1359","ausmaß","und","umfang","müssen","sie",3
"1360","und","umfang","müssen","sie","die",3
"1361","auf","diese","art","und","weise",3
"1362","die","art","und","weise","der",3
"1363","es","nur","eine","frage","der",3
"1364","eine","frage","der","zeit","ist",3
"1365","an","allen","ecken","und","enden",3
"1366","in","den","händen","zu","halten",3
"1367","ist","aber","immer","noch","die",3
"1368","art","und","weise","wie","der",3
"1369","zum","ersten","mal","seit","dem",3
"1370","der","neue","präsident","der","europäischen",3
"1371","neue","präsident","der","europäischen","zentralbank",3
"1372","allerdings","erreicht","man","nur","durch",3
"1373","diese","elektroden","bewirken","durch","kontraktion",3
"1374","elektroden","bewirken","durch","kontraktion","die",3
"1375","der","ansonsten","viel","zeit","und",3
"1376","ich","kann","nur","hoffen","dass",3
"1377","zu","beginn","des","20","jahrhunderts",3
"1378","gibt","es","noch","einen","kleinen",3
"1379","für","sicherheit","in","der","informationstechnik",3
"1380","sicherheit","in","der","informationstechnik","bsi",3
"1381","in","einem","bruchteil","der","zeit",3
"1382","einem","bruchteil","der","zeit","die",3
"1383","bruchteil","der","zeit","die","ein",3
"1384","in","den","vergangenen","15","jahren",3
"1385","ist","auf","den","ersten","blick",3
"1386","auf","den","ersten","blick","eine",3
"1387","ich","habe","das","gefühl","dass",3
"1388","durch","die","umwandlung","von","fettgewebe",3
"1389","die","umwandlung","von","fettgewebe","in",3
"1390","dies","wird","mit","der","carvitation",3
"1391","wird","mit","der","carvitation","nicht",3
"1392","so","schnell","wie","möglich","die",3
"1393","mehr","aus","der","hand","legen",3
"1394","ist","nicht","das","erste","mal",3
"1395","nicht","das","erste","mal","in",3
"1396","die","in","den","vergangenen","jahren",3
"1397","freue","ich","mich","auf","das",3
"1398","dass","sie","in","ihrem","leben",3
"1399","handelt","es","sich","um","den",3
"1400","ich","bin","froh","dass","der",3
"1401","ist","nicht","mehr","viel","übrig",3
"1402","in","las","vegas","ums","leben",3
"1403","las","vegas","ums","leben","gekommen",3
"1404","wie","das","statistische","bundesamt","am",3
"1405","wie","die","nachrichtenagentur","dpa","aus",3
"1406","der","parlamentarische","geschäftsführer","der","spd-bundestagsfraktion",3
"1407","parlamentarische","geschäftsführer","der","spd-bundestagsfraktion","thomas",3
"1408","geschäftsführer","der","spd-bundestagsfraktion","thomas","oppermann",3
"1409","die","auszahlung","der","nächsten","kredittranche",3
"1410","auszahlung","der","nächsten","kredittranche","von",3
"1411","nasdaq","after","hours","indicator","fiel",3
"1412","after","hours","indicator","fiel","um",3
"1413","den","olympischen","spielen","2012","in",3
"1414","in","den","vergangenen","jahren","mit",3
"1415","nach","angaben","der","new","york",3
"1416","angaben","der","new","york","times",3
"1417","spät","aber","nicht","zu","spät",3
"1418","eu-kommission","europäischer","zentralbank","ezb","und",3
"1419","der","sprecher","von","eu-währungskommissar","olli",3
"1420","auf","der","anderen","seite","sind",3
"1421","ankauf","von","staatsanleihen","durch","die",3
"1422","gehalten","präsentierten","sich","die","aktienkurse",3
"1423","in","den","vergangenen","jahren","immer",3
"1424","ist","in","den","vergangenen","jahren",3
"1425","bericht","der","new","york","times",3
"1426","uwe","mundlos","und","uwe","böhnhardt",3
"1427","sagte","der","finanzpolitische","sprecher","der",3
"1428","sich","in","den","vergangenen","tagen",3
"1429","bereits","in","den","90er","jahren",3
"1430","niedersachsens","ministerpräsident","david","mcallister","cdu",3
"1431","am","freitag","gegenüber","unserer","zeitung",3
"1432","sich","die","staats","und","regierungschefs",3
"1433","kann","nicht","sein","dass","wir",3
"1434","in","der","frankfurter","allgemeinen","zeitung",3
"1435","falle","eines","schuldspruchs","drohen","murray",3
"1436","handelt","es","sich","um","die",3
"1437","wieder","mit","von","der","partie",3
"1438","doch","es","sind","nicht","nur",3
"1439","in","den","vergangenen","zwei","jahren",3
"1440","die","ratingagentur","standard","poor's","s",3
"1441","ratingagentur","standard","poor's","s","p",3
"1442","bei","der","abstimmung","über","die",3
"1443","erst","auf","den","zweiten","blick",3
"1444","einem","gespräch","mit","der","nachrichtenagentur",3
"1445","in","der","nacht","zum","sonntag",3
"1446","zwischen","dem","1","fc","köln",3
"1447","dem","1","fc","köln","und",3
"1448","völlig","aus","der","luft","gegriffen",3
"1449","für","den","fall","dass","die",3
"1450","davon","aus","dass","sich","das",3
"1451","in","den","letzten","fünf","jahren",3
"1452","vizepräsident","der","europäischen","zentralbank","ezb",3
"1453","der","anschläge","vom","11","september",3
"1454","anschläge","vom","11","september","2001",3
"1455","die","teilnahme","an","der","em",3
"1456","bis","zum","ende","des","jahres",3
"1457","dabei","handelte","es","sich","um",3
"1458","termin","steht","noch","nicht","fest",3
"1459","in","dem","fall","hatte","ein",3
"1460","in","den","vergangenen","fünf","jahren",3
"1461","der","reisemesse","itb","in","berlin",3
"1462","es","ist","das","erste","mal",3
"1463","handelt","es","sich","nicht","um",3
"1464","im","alter","von","18","bis",3
"1465","auch","aus","den","eigenen","reihen",3
"1466","von","thomas","gottschalk","bei","wetten",3
"1467","thomas","gottschalk","bei","wetten","dass",3
"1468","in","der","wirtschafts","und","finanzpolitik",3
"1469","berichtete","die","zeitung","unter","berufung",3
"1470","die","heftigsten","regenfälle","und","überschwemmungen",3
"1471","heftigsten","regenfälle","und","überschwemmungen","seit",3
"1472","regenfälle","und","überschwemmungen","seit","jahrzehnten",3
"1473","uhr","in","der","pfarrkirche","st",3
"1474","in","den","vergangenen","jahren","deutlich",3
"1475","auf","die","frage","wie","man",3
"1476","jahre","ist","es","her","dass",3
"1477","sich","auf","dem","weg","in",3
"1478","über","das","weitere","vorgehen","in",3
"1479","mehr","als","doppelt","so","hoch",3
"1480","nach","dem","schweren","erdbeben","und",3
"1481","von","bundeskanzlerin","angela","merkel","cdu",3
"1482","bundeskanzlerin","angela","merkel","cdu","und",3
"1483","gegen","den","fc","st","pauli",3
"1484","zielgruppe","der","14","bis","49-jährigen",3
"1485","staats","und","regierungschefs","der","euro-zone",3
"1486","von","der","deutschen","fußball","liga",3
"1487","der","deutschen","fußball","liga","dfl",3
"1488","dabei","geht","es","nicht","um",3
"1489","antwort","auf","die","frage","wie",3
"1490","kann","mir","vorstellen","dass","das",3
"1491","des","buchs","das","cover","zeigt",3
"1492","so","gut","wie","gar","nicht",3
"1493","bereits","in","der","vergangenen","woche",3
"1494","in","der","vergangenen","woche","hatte",3
"1495","wie","in","keinem","anderen","land",3
"1496","die","in","der","vergangenen","woche",3
"1497","der","parlamentarische","geschäftsführer","der","unionsfraktion",3
"1498","wird","in","den","kommenden","jahren",3
"1499","sollen","in","den","kommenden","jahren",3
"1500","proceedings","of","the","national","academy",3
"1501","of","the","national","academy","of",3
"1502","the","national","academy","of","sciences",3
"1503","hans-peter","friedrich","csu","will","gefährliche",3
"1504","friedrich","csu","will","gefährliche","neonazis",3
"1505","csu","will","gefährliche","neonazis","in",3
"1506","will","gefährliche","neonazis","in","einem",3
"1507","gefährliche","neonazis","in","einem","neuen",3
"1508","neonazis","in","einem","neuen","zentralregister",3
"1509","in","einem","neuen","zentralregister","erfassen",3
"1510","einem","neuen","zentralregister","erfassen","in",3
"1511","neuen","zentralregister","erfassen","in","dieser",3
"1512","zentralregister","erfassen","in","dieser","datei",3
"1513","erfassen","in","dieser","datei","sollten",3
"1514","in","dieser","datei","sollten","daten",3
"1515","dieser","datei","sollten","daten","über",3
"1516","datei","sollten","daten","über","gewaltbereite",3
"1517","sollten","daten","über","gewaltbereite","rechtsextremisten",3
"1518","daten","über","gewaltbereite","rechtsextremisten","und",3
"1519","über","gewaltbereite","rechtsextremisten","und","politisch",3
"1520","gewaltbereite","rechtsextremisten","und","politisch","rechts",3
"1521","rechtsextremisten","und","politisch","rechts","motivierte",3
"1522","und","politisch","rechts","motivierte","gewalttaten",3
"1523","politisch","rechts","motivierte","gewalttaten","zusammengeführt",3
"1524","rechts","motivierte","gewalttaten","zusammengeführt","werden",3
"1525","motivierte","gewalttaten","zusammengeführt","werden","sagte",3
"1526","gewalttaten","zusammengeführt","werden","sagte","er",3
"1527","zusammengeführt","werden","sagte","er","der",3
"1528","werden","sagte","er","der","süddeutschen",3
"1529","die","neue","neonazi-datei","solle","ähnlich",3
"1530","neue","neonazi-datei","solle","ähnlich","wie",3
"1531","neonazi-datei","solle","ähnlich","wie","eine",3
"1532","solle","ähnlich","wie","eine","bereits",3
"1533","ähnlich","wie","eine","bereits","bestehende",3
"1534","wie","eine","bereits","bestehende","datensammlung",3
"1535","eine","bereits","bestehende","datensammlung","über",3
"1536","bereits","bestehende","datensammlung","über","gefährliche",3
"1537","bestehende","datensammlung","über","gefährliche","islamisten",3
"1538","datensammlung","über","gefährliche","islamisten","aufgebaut",3
"1539","über","gefährliche","islamisten","aufgebaut","und",3
"1540","gefährliche","islamisten","aufgebaut","und","von",3
"1541","islamisten","aufgebaut","und","von","verfassungsschutzämtern",3
"1542","aufgebaut","und","von","verfassungsschutzämtern","und",3
"1543","und","von","verfassungsschutzämtern","und","polizeibehörden",3
"1544","von","verfassungsschutzämtern","und","polizeibehörden","in",3
"1545","verfassungsschutzämtern","und","polizeibehörden","in","bund",3
"1546","und","polizeibehörden","in","bund","und",3
"1547","polizeibehörden","in","bund","und","ländern",3
"1548","in","bund","und","ländern","gespeist",3
"1549","bund","und","ländern","gespeist","werden",3
"1550","landesbetrieb","für","wasserwirtschaft","küsten","und",3
"1551","für","wasserwirtschaft","küsten","und","naturschutz",3
"1552","als","noch","vor","zehn","jahren",3
"1553","hatte","in","der","vergangenen","woche",3
"1554","in","einer","früheren","version","dieses",3
"1555","einer","früheren","version","dieses","artikels",3
"1556","nicht","mehr","zur","verfügung","steht",3
"1557","die","zukunft","des","landes","und",3
"1558","auf","das","world","trade","center",3
"1559","troika","aus","eu-kommission","europäischer","zentralbank",3
"1560","europäischer","zentralbank","ezb","und","internationalem",3
"1561","zentralbank","ezb","und","internationalem","währungsfonds",3
"1562","ezb","und","internationalem","währungsfonds","iwf",3
"1563","der","troika","aus","eu-kommission","iwf",3
"1564","troika","aus","eu-kommission","iwf","und",3
"1565","aus","eu-kommission","iwf","und","ezb",3
"1566","für","die","auszahlung","der","nächsten",3
"1567","das","ergebnis","kann","sich","sehen",3
"1568","ergebnis","kann","sich","sehen","lassen",3
"1569","in","der","arena","kreis","düren",3
"1570","die","konservative","oppositionspartei","nea","dimokratia",3
"1571","in","den","golf","von","mexiko",3
"1572","0","0","gegen","die","schweiz",3
"1573","gegen","die","schweiz","am","freitag",3
"1574","punkte","die","rendite","der","zehnjährigen",3
"1575","rendite","der","zehnjährigen","bundesanleihe","lag",3
"1576","der","zehnjährigen","bundesanleihe","lag","bei",3
"1577","der","staats","und","regierungschefs","der",3
"1578","die","börsen","in","schanghai","und",3
"1579","punkte","während","der","hsi","in",3
"1580","während","der","hsi","in","hongkong",3
"1581","in","den","vergangenen","zwölf","monaten",3
"1582","punkte","der","breiter","gefasste","s",3
"1583","der","breiter","gefasste","s","p",3
"1584","ist","nach","wie","vor","die",3
"1585","an","der","börse","in","schanghai",3
"1586","geht","es","nicht","nur","um",3
"1587","eu-kommissionspräsident","josé","manuel","barroso","und",3
"1588","der","vorsitzende","der","unionsfraktion","im",3
"1589","vorsitzende","der","unionsfraktion","im","bundestag",3
"1590","der","unionsfraktion","im","bundestag","volker",3
"1591","unionsfraktion","im","bundestag","volker","kauder",3
"1592","von","15","bis","18","uhr",3
"1593","der","news","of","the","world",3
"1594","mehr","dazu","lesen","sie","in",3
"1595","dazu","lesen","sie","in","der",3
"1596","bundeskanzlerin","angela","merkel","und","der",3
"1597","angela","merkel","und","der","französische",3
"1598","new","england","journal","of","medicine",3
"1599","darum","den","sichersten","standort","für",3
"1600","gehen","allerdings","davon","aus","dass",3
"1601","kann","nicht","sein","dass","die",3
"1602","von","papst","johannes","paul","ii",3
"1603","der","ehemalige","eu-kommissar","mario","monti",3
"1604","und","vier","tage","später","in",3
"1605","in","der","nacht","zu","sonntag",3
"1606","es","ist","davon","auszugehen","dass",3
"1607","es","besteht","die","gefahr","dass",3
"1608","in","den","vergangenen","tagen","hatten",3
"1609","zu","dem","ergebnis","dass","es",3
"1610","gehe","davon","aus","dass","wir",3
"1611","nachdem","bekannt","geworden","war","dass",3
"1612","arjen","robben","robin","van","persie",3
"1613","robben","robin","van","persie","und",3
"1614","robin","van","persie","und","rafael",3
"1615","van","persie","und","rafael","van",3
"1616","persie","und","rafael","van","der",3
"1617","und","rafael","van","der","vaart",3
"1618","2006","acht","türkische","und","ein",3
"1619","acht","türkische","und","ein","griechischer",3
"1620","an","einer","polizistin","in","heilbronn",3
"1621","verbindungen","zum","rechtsextremen","thüringer","heimatschutz",3
"1622","buch","deutschland","schafft","sich","ab",3
"1623","es","ist","noch","nicht","ganz",3
"1624","dass","es","sich","bei","der",3
"1625","das","bedeutet","aber","nicht","dass",3
"1626","mehr","als","die","hälfte","des",3
"1627","auf","der","anderen","seite","der",3
"1628","in","der","ersten","jahreshälfte","2011",3
"1629","zum","dritten","mal","in","folge",3
"1630","nach","angaben","des","weißen","hauses",3
"1631","im","alter","von","drei","bis",3
"1632","euro","wert","die","europäische","zentralbank",3
"1633","wert","die","europäische","zentralbank","ezb",3
"1634","mit","von","der","partie","ist",3
"1635","von","der","partie","ist","und",3
"1636","haben","sich","in","den","vergangenen",3
"1637","um","den","lohn","seiner","arbeit",3
"1638","die","nachrichtenagentur","kyodo","unter","berufung",3
"1639","der","spanische","ministerpräsident","josé","luis",3
"1640","spanische","ministerpräsident","josé","luis","rodríguez",3
"1641","sich","in","den","nächsten","jahren",3
"1642","an","einer","heilbronner","polizistin","im",3
"1643","einer","heilbronner","polizistin","im","april",3
"1644","heilbronner","polizistin","im","april","2007",3
"1645","polizistin","im","april","2007","und",3
"1646","und","einem","griechen","in","den",3
"1647","einem","griechen","in","den","jahren",3
"1648","griechen","in","den","jahren","2000",3
"1649","in","den","jahren","2000","bis",3
"1650","den","jahren","2000","bis","2006",3
"1651","zwischen","99","cent","und","1,29",3
"1652","99","cent","und","1,29","dollar",3
"1653","der","europäischen","union","und","dem",3
"1654","europäischen","union","und","dem","internationalen",3
"1655","union","und","dem","internationalen","währungsfonds",3
"1656","ihre","gesetzesvorschläge","zur","regulierung","der",3
"1657","gesetzesvorschläge","zur","regulierung","der","umstrittenen",3
"1658","zur","regulierung","der","umstrittenen","ratingagenturen",3
"1659","regulierung","der","umstrittenen","ratingagenturen","in",3
"1660","der","umstrittenen","ratingagenturen","in","letzter",3
"1661","umstrittenen","ratingagenturen","in","letzter","minute",3
"1662","ratingagenturen","in","letzter","minute","entschärft",3
"1663","der","weg","frei","für","eine",3
"1664","von","bundeskanzlerin","angela","merkel","und",3
"1665","von","der","deutschen","gesellschaft","für",3
"1666","von","tschernobyl","vor","25","jahren",3
"1667","am","mittwoch","in","frankreich","gestartet",3
"1668","seit","der","einführung","des","euro",3
"1669","für","den","kampf","gegen","die",3
"1670","in","den","letzten","jahren","in",3
"1671","es","handele","sich","um","eine",3
"1672","nicht","in","der","lage","die",3
"1673","und","dann","ist","da","noch",3
"1674","berichtete","die","frankfurter","allgemeine","zeitung",3
"1675","es","kann","auch","sein","dass",3
"1676","als","einziges","institut","kam","die",3
"1677","einziges","institut","kam","die","landesbank",3
"1678","institut","kam","die","landesbank","berlin",3
"1679","kam","die","landesbank","berlin","ungeschoren",3
"1680","die","landesbank","berlin","ungeschoren","davon",3
"1681","landesbank","berlin","ungeschoren","davon","ihr",3
"1682","berlin","ungeschoren","davon","ihr","rating",3
"1683","ungeschoren","davon","ihr","rating","wurde",3
"1684","davon","ihr","rating","wurde","bestätigt",3
"1685","ihr","rating","wurde","bestätigt","die",3
"1686","rating","wurde","bestätigt","die","prüfung",3
"1687","wurde","bestätigt","die","prüfung","für",3
"1688","bestätigt","die","prüfung","für","die",3
"1689","die","prüfung","für","die","bonität",3
"1690","prüfung","für","die","bonität","der",3
"1691","für","die","bonität","der","westlb",3
"1692","die","bonität","der","westlb","wurde",3
"1693","bonität","der","westlb","wurde","verlängert",3
"1694","und","der","französische","staatspräsident","nicolas",3
"1695","in","höhe","von","bis","zu",3
"1696","aufkauf","von","anleihen","einzelner","staaten",3
"1697","von","anleihen","einzelner","staaten","durch",3
"1698","anleihen","einzelner","staaten","durch","die",3
"1699","die","sich","in","diesem","jahr",3
"1700","nicht","in","der","lage","gewesen",3
"1701","in","den","usa","und","europa",3
"1702","sind","auf","einem","guten","weg",3
"1703","dem","französischen","staatspräsidenten","nicolas","sarkozy",3
"1704","im","alter","von","15","bis",3
"1705","sich","vor","allem","auf","die",3
"1706","euro","wie","das","unternehmen","am",3
"1707","bei","der","frage","nach","dem",3
"1708","nach","dem","11","september","2001",3
"1709","die","durchschnittliche","rendite","börsennotierter","bundeswertpapiere",3
"1710","in","den","vergangenen","beiden","jahren",3
"1711","präsident","der","europäischen","zentralbank","jean-claude",3
"1712","der","europäischen","zentralbank","jean-claude","trichet",3
"1713","in","einer","im","fernsehen","übertragenen",3
"1714","einer","im","fernsehen","übertragenen","rede",3
"1715","mehr","als","elf","milliarden","euro",3
"1716","bis","zu","einer","höhe","von",3
"1717","gesine","lötzsch","und","klaus","ernst",3
"1718","in","ordnung","zu","bringen","die",3
"1719","sich","die","frage","wie","lange",3
"1720","0","0","gegen","die","türkei",3
"1721","zentrum","für","luft","und","raumfahrt",3
"1722","für","luft","und","raumfahrt","dlr",3
"1723","das","ist","ein","sieg","für",3
"1724","die","bildung","einer","regierung","der",3
"1725","bildung","einer","regierung","der","nationalen",3
"1726","zum","1","0","für","die",3
"1727","thüringens","innenminister","jörg","geibert","cdu",3
"1728","wir","bitten","den","fehler","zu",3
"1729","bitten","den","fehler","zu","entschuldigen",3
"1730","die","vereinigten","staaten","von","europa",3
"1731","um","mehr","als","60","prozent",3
"1732","an","der","new","york","stock",3
"1733","scheitert","der","euro","scheitert","europa",3
"1734","und","in","den","vereinigten","staaten",3
"1735","dass","es","sich","bei","dem",3
"1736","der","türkischen","gemeinde","in","deutschland",3
"1737","türkischen","gemeinde","in","deutschland","kenan",3
"1738","gemeinde","in","deutschland","kenan","kolat",3
"1739","der","225","werte","umfassende","nikkei-index",3
"1740","des","deutschen","instituts","für","wirtschaftsforschung",3
"1741","deutschen","instituts","für","wirtschaftsforschung","diw",3
"1742","eine","neue","entschlossenheit","im","kampf",3
"1743","neue","entschlossenheit","im","kampf","gegen",3
"1744","dieses","politische","flaggschiff","der","rechtsradikalen",3
"1745","politische","flaggschiff","der","rechtsradikalen","muss",3
"1746","flaggschiff","der","rechtsradikalen","muss","endlich",3
"1747","der","rechtsradikalen","muss","endlich","politisch",3
"1748","rechtsradikalen","muss","endlich","politisch","und",3
"1749","muss","endlich","politisch","und","juristisch",3
"1750","endlich","politisch","und","juristisch","versenkt",3
"1751","politisch","und","juristisch","versenkt","werden",3
"1752","so","wundert","es","nicht","dass",3
"1753","am","donnerstag","in","berlin","mit",3
"1754","auf","basis","der","gewinnschätzungen","für",3
"1755","basis","der","gewinnschätzungen","für","das",3
"1756","der","gewinnschätzungen","für","das","laufende",3
"1757","gewinnschätzungen","für","das","laufende","und",3
"1758","für","das","laufende","und","das",3
"1759","das","laufende","und","das","kommende",3
"1760","laufende","und","das","kommende","geschäftsjahr",3
"1761","der","berliner","akademie","der","künste",3
"1762","uwe","böhnhardt","und","beate","zschäpe",3
"1763","der","dow-jones-index","der","standardwerte","notierte",3
"1764","der","breiter","gefasste","s","p-500-index",3
"1765","breiter","gefasste","s","p-500-index","schloss",3
"1766","gefasste","s","p-500-index","schloss","bei",3
"1767","prozent","der","index","der","technologiebörse",3
"1768","der","breiter","gefasste","s","p-500",3
"1769","prozent","mehr","als","im","vorjahreszeitraum",3
"1770","bereits","in","der","dritten","minute",3
"1771","der","vorsitzende","der","türkischen","gemeinde",3
"1772","vorsitzende","der","türkischen","gemeinde","in",3
"1773","mehr","als","40","prozent","bei",3
"1774","heißt","es","in","dem","bericht",3
"1775","steuern","zinsen","und","abschreibungen","ebitda",3
"1776","in","der","aktuellen","ausgabe","des",3
"1777","zinsen","steuern","und","abschreibungen","ebitda",3
"1778","unter","dem","strich","blieb","ein",3
"1779","der","suche","nach","einem","neuen",3
"1780","zu","dem","schluss","gekommen","dass",3
"1781","uwe","böhnhardt","und","uwe","mundlos",3
"1782","mitgliedschaft","in","einer","terroristischen","vereinigung",3
"1783","in","den","vergangenen","sechs","jahren",3
"1784","hamburgs","bürgermeister","olaf","scholz","spd",3
"1785","in","der","kommenden","woche","wird",3
"1786","teilte","die","polizei","am","samstag",3
"1787","die","polizei","am","samstag","mit",3
"1788","mit","dem","namen","nationalsozialistischer","untergrund",3
"1789","an","neun","geschäftsleuten","türkischer","und",3
"1790","neun","geschäftsleuten","türkischer","und","griechischer",3
"1791","davon","aus","dass","sich","die",3
"1792","einzige","frau","in","der","runde",3
"1793","soll","noch","in","diesem","jahr",3
